ENGINE_RUN_TINE (),ENGINE_RPM (),VEHICLE_SPEED (),THROTTLE (),ENGINE_LOAD (),COOLANT_TEMPERATURE (),INTAKE_MANIFOLD_PRESSURE (),SHORT_TERM_FUEL_TRIM_BANK_1 (),LONG_TERM_FUEL_TRIM_BANK_1 (),drive_id
0.0,853.5,0.0,83.1,9.02,19.0,96.0,14.1,14.5,2017-07-26_Seat_Leon_RT_S_Stau.csv
1.0,853.6363636363636,0.0,83.1,9.057272727272728,19.0,96.0,14.1,14.5,2017-07-26_Seat_Leon_RT_S_Stau.csv
2.0,899.3636363636364,0.0,83.1,9.377272727272727,19.0,96.0,14.427272727272726,14.5,2017-07-26_Seat_Leon_RT_S_Stau.csv
3.0,932.6363636363636,0.0,83.1,10.293636363636365,19.0,96.63636363636364,14.5,14.5,2017-07-26_Seat_Leon_RT_S_Stau.csv
4.0,939.4545454545455,0.0,83.1,9.951818181818181,19.0,97.72727272727273,14.463636363636363,14.5,2017-07-26_Seat_Leon_RT_S_Stau.csv
5.0,970.7272727272727,0.0,83.1,10.333636363636364,19.0,98.0,14.245454545454544,14.536363636363637,2017-07-26_Seat_Leon_RT_S_Stau.csv
6.0,952.4545454545455,0.0,83.1,10.044545454545455,19.0,98.0,14.9,14.9,2017-07-26_Seat_Leon_RT_S_Stau.csv
7.0,916.0909090909091,0.0,83.1,10.096363636363636,19.0,98.0,14.609090909090908,14.79090909090909,2017-07-26_Seat_Leon_RT_S_Stau.csv
8.0,956.5454545454545,0.9090909090909091,83.1,10.35818181818182,19.0,98.0,14.1,14.5,2017-07-26_Seat_Leon_RT_S_Stau.csv
9.0,958.7272727272727,2.090909090909091,83.1,10.33909090909091,19.0,98.27272727272727,14.1,14.5,2017-07-26_Seat_Leon_RT_S_Stau.csv
10.0,981.9090909090909,2.8181818181818183,83.1,10.757272727272728,19.0,99.0,14.1,14.5,2017-07-26_Seat_Leon_RT_S_Stau.csv
11.0,939.7272727272727,2.0,83.1,9.964545454545455,19.0,98.54545454545455,14.1,14.5,2017-07-26_Seat_Leon_RT_S_Stau.csv
12.0,908.6,1.7,83.1,9.53,19.0,98.0,14.419999999999998,14.5,2017-07-26_Seat_Leon_RT_S_Stau.csv
13.0,933.0,1.0,83.1,10.553636363636365,19.0,98.0,14.5,14.5,2017-07-26_Seat_Leon_RT_S_Stau.csv
14.0,922.25,1.5,83.1,10.17,19.0,98.0,14.5,14.5,2017-07-26_Seat_Leon_RT_S_Stau.csv
15.0,911.6,2.6,83.1,10.154,19.0,98.0,14.5,14.5,2017-07-26_Seat_Leon_RT_S_Stau.csv
16.0,900.9090909090909,4.909090909090909,83.1,10.988181818181818,19.0,98.81818181818181,14.79090909090909,14.754545454545456,2017-07-26_Seat_Leon_RT_S_Stau.csv
17.0,1038.3636363636363,8.181818181818182,83.1,13.126363636363635,19.0,99.0,21.11818181818182,20.71818181818182,2017-07-26_Seat_Leon_RT_S_Stau.csv
18.0,1420.909090909091,12.272727272727273,83.1,18.697272727272725,19.0,102.0909090909091,27.08181818181818,30.20909090909091,2017-07-26_Seat_Leon_RT_S_Stau.csv
19.0,1163.0,13.909090909090908,83.1,12.569999999999999,19.0,102.81818181818181,14.1,14.5,2017-07-26_Seat_Leon_RT_S_Stau.csv
20.0,986.2727272727273,14.0,83.1,10.472727272727273,19.0,101.45454545454545,14.1,14.5,2017-07-26_Seat_Leon_RT_S_Stau.csv
21.0,952.0,14.0,83.1,10.2225,19.0,99.58333333333333,14.1,14.5,2017-07-26_Seat_Leon_RT_S_Stau.csv
22.0,940.8181818181819,14.0,83.1,10.024545454545455,19.0,99.0,14.1,14.5,2017-07-26_Seat_Leon_RT_S_Stau.csv
23.0,935.8333333333334,14.0,83.1,9.846666666666666,19.0,98.33333333333333,14.1,14.5,2017-07-26_Seat_Leon_RT_S_Stau.csv
24.0,932.0909090909091,14.0,83.1,9.792727272727275,19.0,98.0,14.1,14.5,2017-07-26_Seat_Leon_RT_S_Stau.csv
25.0,932.6363636363636,14.0,83.1,9.792727272727275,19.0,98.0,14.1,14.5,2017-07-26_Seat_Leon_RT_S_Stau.csv
26.0,933.8333333333334,14.0,83.1,9.94,19.0,98.0,14.1,14.5,2017-07-26_Seat_Leon_RT_S_Stau.csv
27.0,932.75,13.833333333333334,83.1,9.866666666666667,19.0,98.0,14.1,14.5,2017-07-26_Seat_Leon_RT_S_Stau.csv
28.0,931.5833333333334,12.666666666666666,83.1,10.043333333333333,19.0,98.0,14.1,14.5,2017-07-26_Seat_Leon_RT_S_Stau.csv
29.0,931.0,11.5,83.1,9.86,19.0,98.0,14.1,14.5,2017-07-26_Seat_Leon_RT_S_Stau.csv
30.0,932.5,10.333333333333334,83.1,9.87,19.0,98.0,14.1,14.5,2017-07-26_Seat_Leon_RT_S_Stau.csv
31.0,932.9166666666666,9.166666666666666,83.1,9.88,18.5,98.0,14.1,14.5,2017-07-26_Seat_Leon_RT_S_Stau.csv
32.0,931.75,8.666666666666666,83.1,9.788333333333332,18.0,98.0,14.1,14.5,2017-07-26_Seat_Leon_RT_S_Stau.csv
33.0,931.3636363636364,6.181818181818182,83.1,9.98,18.0,98.0,14.1,14.5,2017-07-26_Seat_Leon_RT_S_Stau.csv
34.0,904.0,2.3333333333333335,83.1,9.680000000000001,18.0,98.0,14.1,14.5,2017-07-26_Seat_Leon_RT_S_Stau.csv
35.0,862.0,0.0,83.1,9.047272727272727,18.0,98.0,14.1,14.5,2017-07-26_Seat_Leon_RT_S_Stau.csv
36.0,852.5454545454545,0.0,83.1,8.94,18.0,97.18181818181819,14.1,14.5,2017-07-26_Seat_Leon_RT_S_Stau.csv
37.0,850.3636363636364,0.0,83.1,8.86909090909091,18.0,97.0,14.1,14.5,2017-07-26_Seat_Leon_RT_S_Stau.csv
38.0,849.9166666666666,0.0,83.1,8.766666666666667,18.0,97.0,14.1,14.5,2017-07-26_Seat_Leon_RT_S_Stau.csv
39.0,848.75,0.0,83.1,8.695,18.0,97.0,14.1,14.5,2017-07-26_Seat_Leon_RT_S_Stau.csv
40.0,847.6363636363636,0.0,83.1,8.675454545454546,18.0,97.0,14.1,14.5,2017-07-26_Seat_Leon_RT_S_Stau.csv
41.0,848.3636363636364,0.0,83.1,8.81,18.0,97.0,14.1,14.5,2017-07-26_Seat_Leon_RT_S_Stau.csv
42.0,860.9090909090909,0.0,83.1,9.824545454545456,18.0,97.0,14.1,14.5,2017-07-26_Seat_Leon_RT_S_Stau.csv
43.0,955.3333333333334,0.0,83.1,14.020000000000001,18.0,98.5,22.333333333333332,21.34166666666667,2017-07-26_Seat_Leon_RT_S_Stau.csv
44.0,938.2727272727273,1.4545454545454546,83.1,15.557272727272727,18.0,101.72727272727273,21.89090909090909,21.527272727272727,2017-07-26_Seat_Leon_RT_S_Stau.csv
45.0,953.0,7.153846153846154,83.1,15.940769230769233,18.0,104.0,21.6,21.353846153846156,2017-07-26_Seat_Leon_RT_S_Stau.csv
46.0,1062.909090909091,9.181818181818182,83.1,13.535454545454543,18.0,104.0,23.572727272727274,23.29090909090909,2017-07-26_Seat_Leon_RT_S_Stau.csv
47.0,1106.1666666666667,9.666666666666666,83.1,13.823333333333332,18.0,102.0,22.974999999999998,22.366666666666664,2017-07-26_Seat_Leon_RT_S_Stau.csv
48.0,1015.2307692307693,7.384615384615385,83.1,10.366923076923078,18.0,100.0,15.276923076923076,15.746153846153845,2017-07-26_Seat_Leon_RT_S_Stau.csv
49.0,882.9230769230769,3.6923076923076925,83.1,10.114615384615385,18.0,99.84615384615384,17.753846153846155,17.392307692307693,2017-07-26_Seat_Leon_RT_S_Stau.csv
50.0,839.3846153846154,3.230769230769231,83.1,9.63076923076923,18.0,99.0,18.0,17.6,2017-07-26_Seat_Leon_RT_S_Stau.csv
51.0,828.9230769230769,5.384615384615385,83.1,10.713846153846154,18.0,99.0,17.876923076923077,17.36923076923077,2017-07-26_Seat_Leon_RT_S_Stau.csv
52.0,1098.923076923077,9.076923076923077,83.1,12.794615384615385,18.0,98.92307692307692,21.969230769230766,21.26923076923077,2017-07-26_Seat_Leon_RT_S_Stau.csv
53.0,1332.1538461538462,12.0,83.1,13.857692307692307,18.0,97.6923076923077,19.361538461538462,20.423076923076923,2017-07-26_Seat_Leon_RT_S_Stau.csv
54.0,1022.0,12.571428571428571,83.1,10.305714285714286,18.0,97.57142857142857,14.1,14.5,2017-07-26_Seat_Leon_RT_S_Stau.csv
55.0,954.1538461538462,9.23076923076923,83.1,9.71076923076923,18.0,98.84615384615384,14.099999999999998,14.5,2017-07-26_Seat_Leon_RT_S_Stau.csv
56.0,935.0769230769231,4.923076923076923,83.1,9.706153846153846,18.0,99.0,14.099999999999998,14.5,2017-07-26_Seat_Leon_RT_S_Stau.csv
57.0,905.0,2.5714285714285716,83.1,9.315714285714288,17.142857142857142,98.42857142857143,14.1,14.5,2017-07-26_Seat_Leon_RT_S_Stau.csv
58.0,851.0769230769231,1.3076923076923077,83.1,8.804615384615385,17.0,98.0,14.099999999999998,14.5,2017-07-26_Seat_Leon_RT_S_Stau.csv
