ENGINE_RUN_TINE (),ENGINE_RPM (),VEHICLE_SPEED (),THROTTLE (),ENGINE_LOAD (),COOLANT_TEMPERATURE (),INTAKE_MANIFOLD_PRESSURE (),SHORT_TERM_FUEL_TRIM_BANK_1 (),LONG_TERM_FUEL_TRIM_BANK_1 (),drive_id
0.0,0.0,0.0,89.0,0.88,9.0,97.0,14.1,14.5,2018-03-06_Seat_Leon_KA_RT_Normal.csv
1.0,0.0,0.0,89.0,0.88,9.0,97.0,14.1,14.5,2018-03-06_Seat_Leon_KA_RT_Normal.csv
2.0,0.0,0.0,89.0,0.88,9.0,97.0,14.1,14.5,2018-03-06_Seat_Leon_KA_RT_Normal.csv
3.0,0.0,0.0,89.0,0.88,9.0,97.0,14.1,14.5,2018-03-06_Seat_Leon_KA_RT_Normal.csv
4.0,0.0,0.0,89.0,0.88,9.0,97.0,14.1,14.5,2018-03-06_Seat_Leon_KA_RT_Normal.csv
5.0,0.0,0.0,89.0,0.88,9.0,97.0,14.1,14.5,2018-03-06_Seat_Leon_KA_RT_Normal.csv
6.0,0.0,0.0,89.0,0.88,9.0,97.0,14.1,14.5,2018-03-06_Seat_Leon_KA_RT_Normal.csv
7.0,0.0,0.0,89.0,0.88,9.0,97.0,14.1,14.5,2018-03-06_Seat_Leon_KA_RT_Normal.csv
8.0,0.0,0.0,89.0,0.88,9.0,97.0,14.4,14.5,2018-03-06_Seat_Leon_KA_RT_Normal.csv
9.0,0.0,0.0,89.0,0.88,9.0,97.0,14.136363636363637,14.5,2018-03-06_Seat_Leon_KA_RT_Normal.csv
10.0,0.0,0.0,89.0,0.88,9.0,97.0,14.1,14.5,2018-03-06_Seat_Leon_KA_RT_Normal.csv
11.0,0.0,0.0,89.0,0.88,9.0,97.0,14.099999999999998,14.5,2018-03-06_Seat_Leon_KA_RT_Normal.csv
12.0,0.0,0.0,89.0,0.88,9.0,97.0,14.333333333333334,14.5,2018-03-06_Seat_Leon_KA_RT_Normal.csv
13.0,0.0,0.0,89.0,0.88,9.0,97.0,14.5,14.5,2018-03-06_Seat_Leon_KA_RT_Normal.csv
14.0,0.0,0.0,89.0,0.88,9.0,97.0,14.161538461538461,14.5,2018-03-06_Seat_Leon_KA_RT_Normal.csv
15.0,0.0,0.0,89.0,0.88,9.0,97.0,14.1,14.5,2018-03-06_Seat_Leon_KA_RT_Normal.csv
16.0,0.0,0.0,89.0,0.88,9.0,97.0,14.1,14.5,2018-03-06_Seat_Leon_KA_RT_Normal.csv
17.0,0.0,0.0,89.0,0.88,9.0,97.0,14.099999999999998,14.5,2018-03-06_Seat_Leon_KA_RT_Normal.csv
18.0,0.0,0.0,89.0,0.88,9.0,97.0,14.1,14.5,2018-03-06_Seat_Leon_KA_RT_Normal.csv
19.0,0.0,0.0,89.0,0.88,9.0,97.0,14.166666666666666,14.5,2018-03-06_Seat_Leon_KA_RT_Normal.csv
20.0,0.0,0.0,89.0,0.88,9.0,97.0,14.346153846153847,14.5,2018-03-06_Seat_Leon_KA_RT_Normal.csv
21.0,0.0,0.0,89.0,0.88,9.0,97.0,14.099999999999998,14.5,2018-03-06_Seat_Leon_KA_RT_Normal.csv
22.0,0.0,0.0,89.0,0.88,9.0,97.0,14.433333333333332,14.5,2018-03-06_Seat_Leon_KA_RT_Normal.csv
23.0,0.0,0.0,89.0,0.88,9.0,97.0,14.099999999999998,14.5,2018-03-06_Seat_Leon_KA_RT_Normal.csv
24.0,0.0,0.0,89.0,0.88,9.0,97.0,14.1,14.5,2018-03-06_Seat_Leon_KA_RT_Normal.csv
25.0,0.0,0.0,89.0,0.88,9.0,97.0,14.1,14.5,2018-03-06_Seat_Leon_KA_RT_Normal.csv
26.0,0.0,0.0,89.0,0.88,9.0,97.0,14.4,14.5,2018-03-06_Seat_Leon_KA_RT_Normal.csv
